author,rank,target,author_count,other_authors_count,author_rate,other_authors_rate,log2_rate_ratio_smoothed
QBLevi,75,全部,6,19,0.00014285714285714287,0.00011309523809523809,0.4854010651421603
QBLevi,76,能力,6,19,0.00014285714285714287,0.00011309523809523809,0.4854010651421603
QBLevi,77,着,32,96,0.0007619047619047619,0.0005714285714285715,0.444455515143244
QBLevi,78,到了,5,17,0.00011904761904761905,0.0001011904761904762,0.4150117372507622
QBLevi,79,自己的,10,33,0.0002380952380952381,0.00019642857142857144,0.37194301535887625
QBLevi,80,还,23,74,0.0005476190476190477,0.00044047619047619046,0.35611804819719345
QBLevi,81,知道,13,43,0.0003095238095238095,0.00025595238095238096,0.34789754139222545
QBLevi,82,好,19,62,0.00045238095238095237,0.00036904761904761905,0.3446224093593642
QBLevi,83,文明,5,18,0.00011904761904761905,0.00010714285714285714,0.337009225249489
QBLevi,84,最后,14,48,0.0003333333333333333,0.00028571428571428574,0.2921549894652287
QBLevi,85,上的,6,22,0.00014285714285714287,0.00013095238095238096,0.28376720397250976
QBLevi,86,他,25,85,0.0005952380952380953,0.0005059523809523809,0.2741492014109126
QBLevi,87,非常,5,19,0.00011904761904761905,0.00011309523809523809,0.2630086438057123
QBLevi,88,你的,7,26,0.00016666666666666666,0.00015476190476190475,0.24508673580844986
QBLevi,89,人类,10,38,0.0002380952380952381,0.00022619047619047618,0.1740036377469672
QBLevi,90,一下,6,24,0.00014285714285714287,0.00014285714285714287,0.1634729702547977
QBLevi,91,里面,6,24,0.00014285714285714287,0.00014285714285714287,0.1634729702547977
QBLevi,92,看到,7,28,0.00016666666666666666,0.00016666666666666666,0.14199324284434603
QBLevi,93,是否,5,21,0.00011904761904761905,0.000125,0.12550512005577721
QBLevi,94,记忆,6,25,0.00014285714285714287,0.00014880952380952382,0.10688944188843029
QBLevi,95,得,8,33,0.00019047619047619048,0.00019642857142857144,0.08243639816389144
QBLevi,96,如果,10,41,0.0002380952380952381,0.00024404761904761905,0.06708843383045525
QBLevi,97,我们,39,153,0.0009285714285714286,0.0009107142857142857,0.055115792164379576
QBLevi,98,发生,9,38,0.00021428571428571427,0.00022619047619047618,0.03650011399703241
QBLevi,99,但,40,159,0.0009523809523809524,0.0009464285714285715,0.03559814770263971
QBLevi,100,地,17,70,0.0004047619047619048,0.0004166666666666667,0.020152119909548717
Re_spectators,1,红存在,18,0,0.00042857142857142855,0.0,6.247901751415504
Re_spectators,2,黑存在,16,0,0.00038095238095238096,0.0,6.087437079222258
Re_spectators,3,林桢,12,0,0.00028571428571428574,0.0,5.70041395611301
Re_spectators,4,分子,11,0,0.0002619047619047619,0.0,5.584936738693075
Re_spectators,5,盐沼,11,0,0.0002619047619047619,0.0,5.584936738693075
Re_spectators,6,论证,11,0,0.0002619047619047619,0.0,5.584936738693075
Re_spectators,7,毕达哥拉斯,10,0,0.0002380952380952381,0.0,5.459405856609216
Re_spectators,8,已知,9,0,0.00021428571428571427,0.0,5.321902332859281
Re_spectators,9,正在查看,9,0,0.00021428571428571427,0.0,5.321902332859281
Re_spectators,10,迭代创建于,9,0,0.00021428571428571427,0.0,5.321902332859281
